name,price,capacity,price_per_gb,type,cache,form_factor,interface,brand,model,slug
Seagate ST4000NM0024,128.49,4000.0,0.032,7200,128.0,3.5,SATA,Seagate,ST4000NM0024,seagate-st4000nm0024-4000-0-sata
Toshiba MG04ACA200E,147.75,2000.0,0.074,7200,128.0,3.5,SATA,Toshiba,MG04ACA200E,toshiba-mg04aca200e-2000-0-sata
Western Digital Gold,147.99,4000.0,0.037,7200,128.0,3.5,SATA,Western,Digital Gold,western-digital-gold-4000-0-sata
Silicon Power A55,25.97,256.0,0.101,SSD,,M.2-2280,SATA,Silicon,Power A55,silicon-power-a55-256-0-sata
PNY XLR8 CS3030,51.98,250.0,,SSD,,M.2-2280,PCIe Gen4,PNY,XLR8 CS3030,pny-xlr8-cs3030-250-0-pcie-gen4
Samsung PM893,171.69,960.0,0.179,SSD,,2.5,SATA,Samsung,PM893,samsung-pm893-960-0-sata
Western Digital Red,145.0,3000.0,0.048,5400,256.0,3.5,SATA,Western,Digital Red,western-digital-red-3000-0-sata
Western Digital Caviar Green,84.99,2000.0,0.042,5400,64.0,3.5,SATA,Western,Digital Caviar Green,western-digital-caviar-green-2000-0-sata
Western Digital Red,124.79,1000.0,0.125,5400,16.0,2.5,SATA,Western,Digital Red,western-digital-red-1000-0-sata
Western Digital WD Blue,59.99,500.0,0.12,SSD,,2.5,SATA,Western,Digital WD Blue,western-digital-wd-blue-500-0-sata
Seagate BarraCuda,128.58,500.0,0.257,7200,32.0,3.5,SATA,Seagate,BarraCuda,seagate-barracuda-500-0-sata
Transcend SSD230S,29.99,128.0,0.234,SSD,,2.5,SATA,Transcend,SSD230S,transcend-ssd230s-128-0-sata
HP EX950,173.99,2000.0,0.087,SSD,,M.2-2280,PCIe Gen4,HP,EX950,hp-ex950-2000-0-pcie-gen4
Seagate Enterprise Capacity,125.0,2000.0,0.062,7200,128.0,3.5,SATA,Seagate,Enterprise Capacity,seagate-enterprise-capacity-2000-0-sata
TEAMGROUP GX2,62.22,256.0,0.243,SSD,,2.5,SATA,TEAMGROUP,GX2,teamgroup-gx2-256-0-sata
Transcend 220S,92.68,1000.0,0.093,SSD,,M.2-2280,PCIe Gen4,Transcend,220S,transcend-220s-1000-0-pcie-gen4
Patriot VP4000 Mini,45.99,500.0,0.092,SSD,,M.2-2230,PCIe Gen4,Patriot,VP4000 Mini,patriot-vp4000-mini-500-0-pcie-gen4
Toshiba MQ04ABD200,74.99,2000.0,0.037,5400,128.0,2.5,SATA,Toshiba,MQ04ABD200,toshiba-mq04abd200-2000-0-sata
Intel DC P4510,231.0,2000.0,0.116,SSD,,2.5,U.2,Intel,DC P4510,intel-dc-p4510-2000-0-u-2
PNY CS900,76.15,1000.0,0.076,SSD,,M.2-2280,SATA,PNY,CS900,pny-cs900-1000-0-sata
Seagate FireCuda,65.25,500.0,0.131,,,2.5,SATA,Seagate,FireCuda,seagate-firecuda-500-0-sata
Toshiba X300,255.39,8000.0,0.032,7200,128.0,3.5,SATA,Toshiba,X300,toshiba-x300-8000-0-sata
Sabrent Rocket,69.98,512.0,0.137,SSD,,M.2-2242,PCIe Gen4,Sabrent,Rocket,sabrent-rocket-512-0-pcie-gen4
Seagate SkyHawk Surveillance,249.99,10000.0,0.025,7200,256.0,3.5,SATA,Seagate,SkyHawk Surveillance,seagate-skyhawk-surveillance-10000-0-sata
XOC SP900,71.0,1000.0,0.071,SSD,,M.2-2280,PCIe Gen4,XOC,SP900,xoc-sp900-1000-0-pcie-gen4
Crucial BX500,79.95,960.0,0.083,SSD,,2.5,SATA,Crucial,BX500,crucial-bx500-960-0-sata
TEAMGROUP GX1,79.52,480.0,0.166,SSD,,2.5,SATA,TEAMGROUP,GX1,teamgroup-gx1-480-0-sata
Western Digital Black SN750 Rev2,115.7,500.0,0.231,SSD,,M.2-2280,PCIe Gen4,Western,Digital Black SN750 Rev2,western-digital-black-sn750-rev2-500-0-pcie-gen4
Hitachi Travelstar 7K1000,59.52,1000.0,0.06,7200,,3.5,SATA,Hitachi,Travelstar 7K1000,hitachi-travelstar-7k1000-1000-0-sata
Seagate BarraCuda,126.0,750.0,0.168,7200,32.0,3.5,SATA,Seagate,BarraCuda,seagate-barracuda-750-0-sata
Intel 520,270.0,120.0,2.25,SSD,,2.5,SATA,Intel,520,intel-520-120-0-sata
Western Digital Black,65.0,750.0,0.087,7200,16.0,2.5,SATA,Western,Digital Black,western-digital-black-750-0-sata
Crucial MX200,297.49,500.0,0.595,SSD,,2.5,SATA,Crucial,MX200,crucial-mx200-500-0-sata
Nextorage G-Series LE,139.99,2000.0,0.07,SSD,,M.2-2280,PCIe Gen4,Nextorage,G-Series LE,nextorage-g-series-le-2000-0-pcie-gen4
Western Digital WD Red Pro,269.49,12000.0,0.022,7200,256.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-12000-0-sata
Transcend MTE245S,61.36,1000.0,0.061,SSD,,M.2-2280,PCIe Gen4,Transcend,MTE245S,transcend-mte245s-1000-0-pcie-gen4
Western Digital Purple Pro,253.94,10000.0,0.025,7200,256.0,3.5,SATA,Western,Digital Purple Pro,western-digital-purple-pro-10000-0-sata
Toshiba XG6,39.79,512.0,0.078,SSD,,M.2-2280,PCIe Gen4,Toshiba,XG6,toshiba-xg6-512-0-pcie-gen4
KingSpec NXM,18.99,128.0,0.148,SSD,,M.2-2242,PCIe Gen4,KingSpec,NXM,kingspec-nxm-128-0-pcie-gen4
Western Digital Red,179.0,6000.0,0.03,5400,256.0,3.5,SATA,Western,Digital Red,western-digital-red-6000-0-sata
Western Digital Red Plus,168.29,6000.0,0.028,5400,64.0,3.5,SATA,Western,Digital Red Plus,western-digital-red-plus-6000-0-sata
Seagate IronWolf NAS,199.99,6000.0,0.033,5400,256.0,3.5,SATA,Seagate,IronWolf NAS,seagate-ironwolf-nas-6000-0-sata
Hitachi Deskstar 7K2000,71.14,2000.0,0.036,7200,32.0,3.5,SATA,Hitachi,Deskstar 7K2000,hitachi-deskstar-7k2000-2000-0-sata
Western Digital Blue,93.98,500.0,0.188,SSD,,2.5,SATA,Western,Digital Blue,western-digital-blue-500-0-sata
Sabrent Rocket Q,87.49,500.0,0.175,SSD,,M.2-2280,PCIe Gen4,Sabrent,Rocket Q,sabrent-rocket-q-500-0-pcie-gen4
Western Digital Black2,249.99,1000.0,0.25,,,2.5,SATA,Western,Digital Black2,western-digital-black2-1000-0-sata
Transcend 110S,49.99,512.0,0.098,SSD,,M.2-2280,PCIe Gen4,Transcend,110S,transcend-110s-512-0-pcie-gen4
Crucial P310,149.99,2000.0,0.075,SSD,,M.2-2230,PCIe Gen4,Crucial,P310,crucial-p310-2000-0-pcie-gen4
Western Digital Purple Pro,377.99,18000.0,0.021,7200,512.0,3.5,SATA,Western,Digital Purple Pro,western-digital-purple-pro-18000-0-sata
Western Digital WDBMMA0030HNC-NRSN,69.98,3000.0,0.023,5400,64.0,3.5,SATA,Western,Digital WDBMMA0030HNC-NRSN,western-digital-wdbmma0030hnc-nrsn-3000-0-sata
Seagate Exos X18,402.07,16000.0,0.025,7200,256.0,3.5,SAS 12.0 Gb/s,Seagate,Exos X18,seagate-exos-x18-16000-0-sas-12-0-gb-s
Western Digital Gold,299.99,14000.0,0.021,7200,512.0,3.5,SATA,Western,Digital Gold,western-digital-gold-14000-0-sata
Nextorage G-Series,799.99,8000.0,0.1,SSD,,M.2-2280,PCIe Gen4,Nextorage,G-Series,nextorage-g-series-8000-0-pcie-gen4
Integral MO-300,29.95,256.0,0.117,SSD,,mSATA,SATA,Integral,MO-300,integral-mo-300-256-0-sata
Toshiba MG07ACA14TE,299.0,14000.0,0.021,7200,256.0,3.5,SATA,Toshiba,MG07ACA14TE,toshiba-mg07aca14te-14000-0-sata
Verbatim Vi7000G,105.49,1000.0,0.105,SSD,,M.2-2280,PCIe Gen4,Verbatim,Vi7000G,verbatim-vi7000g-1000-0-pcie-gen4
Western Digital Caviar Blue,113.12,1000.0,0.113,7200,32.0,3.5,SATA,Western,Digital Caviar Blue,western-digital-caviar-blue-1000-0-sata
Samsung PM893,290.38,1920.0,0.151,SSD,,2.5,SATA,Samsung,PM893,samsung-pm893-1920-0-sata
Seagate Game Drive,130.48,1000.0,,SSD,,M.2-2280,PCIe Gen4,Seagate,Game Drive,seagate-game-drive-1000-0-pcie-gen4
Verbatim Vi5000,82.49,1000.0,,SSD,,M.2-2280,PCIe Gen4,Verbatim,Vi5000,verbatim-vi5000-1000-0-pcie-gen4
Transcend SSD230S,81.5,1000.0,0.082,SSD,,2.5,SATA,Transcend,SSD230S,transcend-ssd230s-1000-0-sata
ADATA Premium For PS5,139.99,2000.0,0.07,SSD,,M.2-2280,PCIe Gen4,ADATA,Premium For PS5,adata-premium-for-ps5-2000-0-pcie-gen4
HP S700,58.86,250.0,0.235,SSD,,2.5,SATA,HP,S700,hp-s700-250-0-sata
Western Digital AV-GP,49.95,160.0,0.312,5400,8.0,3.5,SATA,Western,Digital AV-GP,western-digital-av-gp-160-0-sata
Seagate BarraCuda,74.0,500.0,0.148,7200,16.0,3.5,SATA,Seagate,BarraCuda,seagate-barracuda-500-0-sata
Crucial MX300,499.99,2050.0,0.244,SSD,,2.5,SATA,Crucial,MX300,crucial-mx300-2050-0-sata
Seagate IronWolf Pro,255.0,8000.0,0.032,7200,256.0,3.5,SATA,Seagate,IronWolf Pro,seagate-ironwolf-pro-8000-0-sata
Intel D3-S4510,170.0,960.0,0.177,SSD,,2.5,SATA,Intel,D3-S4510,intel-d3-s4510-960-0-sata
Seagate BarraCuda Q1,99.95,480.0,0.208,SSD,,2.5,SATA,Seagate,BarraCuda Q1,seagate-barracuda-q1-480-0-sata
ADATA Legend 850,54.99,512.0,0.107,SSD,,M.2-2280,PCIe Gen4,ADATA,Legend 850,adata-legend-850-512-0-pcie-gen4
PNY XLR8 CS3140 w/Heatsink,190.48,1000.0,,SSD,,M.2-2280,PCIe Gen4,PNY,XLR8 CS3140 w/Heatsink,pny-xlr8-cs3140-w-heatsink-1000-0-pcie-gen4
Samsung PM893,118.95,240.0,0.496,SSD,,2.5,SATA,Samsung,PM893,samsung-pm893-240-0-sata
Toshiba N300,489.99,16000.0,0.031,7200,512.0,3.5,SATA,Toshiba,N300,toshiba-n300-16000-0-sata
Seagate Lightsaber Collection FireCuda,139.99,1000.0,,SSD,,M.2-2280,PCIe Gen4,Seagate,Lightsaber Collection FireCuda,seagate-lightsaber-collection-firecuda-1000-0-pcie-gen4
Silicon Power UD90,74.98,1000.0,0.075,SSD,,M.2-2230,PCIe Gen4,Silicon,Power UD90,silicon-power-ud90-1000-0-pcie-gen4
Lexar NQ100,89.49,1920.0,0.047,SSD,,2.5,SATA,Lexar,NQ100,lexar-nq100-1920-0-sata
Toshiba N300 NAS,349.0,20000.0,0.017,7200,512.0,3.5,SATA,Toshiba,N300 NAS,toshiba-n300-nas-20000-0-sata
Seagate SkyHawk AI,239.99,10000.0,0.024,7200,256.0,3.5,SATA,Seagate,SkyHawk AI,seagate-skyhawk-ai-10000-0-sata
Toshiba L200,85.19,2000.0,0.043,5400,128.0,2.5,SATA,Toshiba,L200,toshiba-l200-2000-0-sata
Western Digital Blue,59.85,250.0,0.239,SSD,,2.5,SATA,Western,Digital Blue,western-digital-blue-250-0-sata
Klevv CRAS C925,46.99,500.0,0.094,SSD,,M.2-2280,PCIe Gen4,Klevv,CRAS C925,klevv-cras-c925-500-0-pcie-gen4
KingSpec XG7000 PRO,70.99,1000.0,0.071,SSD,,M.2-2280,PCIe Gen4,KingSpec,XG7000 PRO,kingspec-xg7000-pro-1000-0-pcie-gen4
Nextorage NN5PRO,399.99,2000.0,0.2,SSD,4096.0,M.2-2280,PCIe Gen4,Nextorage,NN5PRO,nextorage-nn5pro-2000-0-pcie-gen4
SanDisk SSD PLUS,49.1,480.0,0.102,SSD,,2.5,SATA,SanDisk,SSD PLUS,sandisk-ssd-plus-480-0-sata
PNY CS2130,129.99,1000.0,0.13,SSD,,M.2-2280,PCIe Gen4,PNY,CS2130,pny-cs2130-1000-0-pcie-gen4
GameStop 23VG-GSPL-GameStop NVMe SSD-Heatsink-2TB,169.99,2000.0,0.085,SSD,,M.2-2280,PCIe Gen4,GameStop,23VG-GSPL-GameStop NVMe SSD-Heatsink-2TB,gamestop-23vg-gspl-gamestop-nvme-ssd-heatsink-2tb-2000-0-pcie-gen4
Hitachi Ultrastar 7K6000,646.54,6000.0,0.108,7200,128.0,3.5,SATA,Hitachi,Ultrastar 7K6000,hitachi-ultrastar-7k6000-6000-0-sata
Seagate Exos 7E8,169.64,4000.0,0.042,7200,256.0,3.5,SATA,Seagate,Exos 7E8,seagate-exos-7e8-4000-0-sata
Corsair MP600 PRO,385.39,4000.0,0.096,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 PRO,corsair-mp600-pro-4000-0-pcie-gen4
Toshiba N300,174.99,8000.0,0.022,7200,256.0,3.5,SATA,Toshiba,N300,toshiba-n300-8000-0-sata
Mushkin Vortex-LX,96.9,1000.0,0.097,SSD,,M.2-2280,PCIe Gen4,Mushkin,Vortex-LX,mushkin-vortex-lx-1000-0-pcie-gen4
Crucial M4,199.99,256.0,0.781,SSD,,2.5,SATA,Crucial,M4,crucial-m4-256-0-sata
Western Digital Green,62.0,240.0,0.258,SSD,,2.5,SATA,Western,Digital Green,western-digital-green-240-0-sata
Kingston UV500B,62.49,240.0,0.26,SSD,,M.2-2280,SATA,Kingston,UV500B,kingston-uv500b-240-0-sata
Lenovo 4XB0W79582,465.0,1000.0,0.465,SSD,,M.2-2280,PCIe Gen4,Lenovo,4XB0W79582,lenovo-4xb0w79582-1000-0-pcie-gen4
Transcend 220S,37.18,256.0,0.145,SSD,,M.2-2280,PCIe Gen4,Transcend,220S,transcend-220s-256-0-pcie-gen4
Western Digital Blue SN550,129.99,1000.0,,SSD,,M.2-2280,PCIe Gen4,Western,Digital Blue SN550,western-digital-blue-sn550-1000-0-pcie-gen4
Mushkin Tempest,48.47,256.0,0.189,SSD,,M.2-2280,PCIe Gen4,Mushkin,Tempest,mushkin-tempest-256-0-pcie-gen4
Seagate Enterprise,192.97,6000.0,0.032,7200,128.0,3.5,SAS 12.0 Gb/s,Seagate,Enterprise,seagate-enterprise-6000-0-sas-12-0-gb-s
Seagate Enterprise Capacity,171.75,8000.0,0.021,7200,256.0,3.5,SAS 6.0 Gb/s,Seagate,Enterprise Capacity,seagate-enterprise-capacity-8000-0-sas-6-0-gb-s
KingSpec XG7000,132.99,2000.0,0.066,SSD,,M.2-2242,PCIe Gen4,KingSpec,XG7000,kingspec-xg7000-2000-0-pcie-gen4
Seagate Exos 7E8,90.96,3000.0,0.03,7200,256.0,3.5,SATA,Seagate,Exos 7E8,seagate-exos-7e8-3000-0-sata
Western Digital Red Plus,167.0,6000.0,0.028,5640,128.0,3.5,SATA,Western,Digital Red Plus,western-digital-red-plus-6000-0-sata
Seagate BarraCuda Pro,185.0,6000.0,0.031,7200,128.0,3.5,SATA,Seagate,BarraCuda Pro,seagate-barracuda-pro-6000-0-sata
Seagate Enterprise,399.0,12000.0,0.033,7200,256.0,3.5,SATA,Seagate,Enterprise,seagate-enterprise-12000-0-sata
Addlink S20,31.99,512.0,0.062,SSD,,2.5,SATA,Addlink,S20,addlink-s20-512-0-sata
Intel 730,546.99,480.0,1.14,SSD,,2.5,SATA,Intel,730,intel-730-480-0-sata
Western Digital Caviar Blue,84.95,320.0,0.265,7200,8.0,3.5,PATA 100,Western,Digital Caviar Blue,western-digital-caviar-blue-320-0-pata-100
ADATA XPG SX8100,499.99,4000.0,0.125,SSD,,M.2-2280,PCIe Gen4,ADATA,XPG SX8100,adata-xpg-sx8100-4000-0-pcie-gen4
Seagate SkyHawk Surveillance,215.59,8000.0,0.027,7200,256.0,3.5,SATA,Seagate,SkyHawk Surveillance,seagate-skyhawk-surveillance-8000-0-sata
Inland Gaming Performance Plus,84.99,1000.0,0.085,SSD,,M.2-2280,PCIe Gen4,Inland,Gaming Performance Plus,inland-gaming-performance-plus-1000-0-pcie-gen4
ADATA LEGEND 960 MAX,475.46,4000.0,0.119,SSD,,M.2-2280,PCIe Gen4,ADATA,LEGEND 960 MAX,adata-legend-960-max-4000-0-pcie-gen4
Seagate BarraCuda,85.0,320.0,0.266,7200,16.0,3.5,SATA,Seagate,BarraCuda,seagate-barracuda-320-0-sata
Western Digital Purple,89.99,3000.0,0.03,5400,64.0,3.5,SATA,Western,Digital Purple,western-digital-purple-3000-0-sata
Hitachi Ultrastar He8,325.0,8000.0,0.041,7200,128.0,3.5,SATA,Hitachi,Ultrastar He8,hitachi-ultrastar-he8-8000-0-sata
Seagate Momentus 7200.4,45.0,500.0,0.09,7200,16.0,2.5,SATA,Seagate,Momentus 7200.4,seagate-momentus-7200-4-500-0-sata
ADATA Premier Pro SP900,299.95,256.0,1.172,SSD,,2.5,SATA,ADATA,Premier Pro SP900,adata-premier-pro-sp900-256-0-sata
Western Digital Green,115.24,2000.0,0.058,5900,8.0,2.5,SATA,Western,Digital Green,western-digital-green-2000-0-sata
Transcend TS120GSSD220S,23.99,120.0,0.2,SSD,,2.5,SATA,Transcend,TS120GSSD220S,transcend-ts120gssd220s-120-0-sata
Western Digital Purple,99.0,4000.0,0.025,5400,64.0,3.5,SATA,Western,Digital Purple,western-digital-purple-4000-0-sata
Seagate IronWolf Pro,273.99,10000.0,0.027,7200,256.0,3.5,SATA,Seagate,IronWolf Pro,seagate-ironwolf-pro-10000-0-sata
Seagate Exos X10,1009.0,10000.0,0.101,7200,256.0,3.5,SAS 12.0 Gb/s,Seagate,Exos X10,seagate-exos-x10-10000-0-sas-12-0-gb-s
Solidigm P44 Pro,101.49,512.0,,SSD,,M.2-2280,PCIe Gen4,Solidigm,P44 Pro,solidigm-p44-pro-512-0-pcie-gen4
Kingston Fury Renegade with Heat Sink,116.98,500.0,0.234,SSD,,M.2-2280,PCIe Gen4,Kingston,Fury Renegade with Heat Sink,kingston-fury-renegade-with-heat-sink-500-0-pcie-gen4
Patriot VP4000 Mini,71.98,1000.0,0.072,SSD,,M.2-2230,PCIe Gen4,Patriot,VP4000 Mini,patriot-vp4000-mini-1000-0-pcie-gen4
Western Digital Purple Pro,449.99,22000.0,0.02,7200,512.0,3.5,SATA,Western,Digital Purple Pro,western-digital-purple-pro-22000-0-sata
Western Digital SN530,38.88,256.0,0.152,SSD,,M.2-2230,PCIe Gen4,Western,Digital SN530,western-digital-sn530-256-0-pcie-gen4
Hitachi 0F27406,139.0,8000.0,0.017,7200,256.0,3.5,SAS 12.0 Gb/s,Hitachi,0F27406,hitachi-0f27406-8000-0-sas-12-0-gb-s
Micron 2400,59.12,512.0,0.115,SSD,,M.2-2230,PCIe Gen4,Micron,2400,micron-2400-512-0-pcie-gen4
ADATA Premium For PS5,75.98,1000.0,0.076,SSD,,M.2-2280,PCIe Gen4,ADATA,Premium For PS5,adata-premium-for-ps5-1000-0-pcie-gen4
Western Digital Purple,299.0,12000.0,0.025,7200,256.0,3.5,SATA,Western,Digital Purple,western-digital-purple-12000-0-sata
Integral V Series 2,30.44,250.0,0.122,SSD,,2.5,SATA,Integral,V Series 2,integral-v-series-2-250-0-sata
Integral V Series Plus,35.83,512.0,0.07,SSD,,2.5,SATA,Integral,V Series Plus,integral-v-series-plus-512-0-sata
Western Digital WD Red Pro,139.99,4000.0,0.035,7200,256.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-4000-0-sata
Toshiba L200,63.8,1000.0,0.064,5400,128.0,2.5,SATA,Toshiba,L200,toshiba-l200-1000-0-sata
Seagate SkyHawk Surveillance +Rescue,149.99,6000.0,0.025,5400,256.0,3.5,SATA,Seagate,SkyHawk Surveillance +Rescue,seagate-skyhawk-surveillance-rescue-6000-0-sata
Addlink G55,211.99,2000.0,0.106,SSD,,M.2-2280,PCIe Gen5,Addlink,G55,addlink-g55-2000-0-pcie-gen5
Seagate BarraCuda,56.99,500.0,0.114,5400,128.0,2.5,SATA,Seagate,BarraCuda,seagate-barracuda-500-0-sata
Micron 7400 PRO,349.99,1920.0,,SSD,,M.2-22110,PCIe Gen4,Micron,7400 PRO,micron-7400-pro-1920-0-pcie-gen4
OWC Mercury Electra 6G,179.99,2000.0,0.09,SSD,,2.5,SATA,OWC,Mercury Electra 6G,owc-mercury-electra-6g-2000-0-sata
Intel 760p,129.0,1000.0,0.129,SSD,,M.2-2280,PCIe Gen4,Intel,760p,intel-760p-1000-0-pcie-gen4
Intel D3-S4510,528.0,3840.0,0.138,SSD,,2.5,SATA,Intel,D3-S4510,intel-d3-s4510-3840-0-sata
Addlink S20,56.99,1000.0,0.057,SSD,,2.5,SATA,Addlink,S20,addlink-s20-1000-0-sata
Nextorage NEM-PAB,89.99,1000.0,0.09,SSD,,M.2-2280,PCIe Gen4,Nextorage,NEM-PAB,nextorage-nem-pab-1000-0-pcie-gen4
PNY CS2340,100.82,1000.0,0.101,SSD,,M.2-2280,PCIe Gen4,PNY,CS2340,pny-cs2340-1000-0-pcie-gen4
Seagate Barracuda LP,108.98,2000.0,0.054,5900,32.0,3.5,SATA,Seagate,Barracuda LP,seagate-barracuda-lp-2000-0-sata
Seagate Momentus 7200.4,22.95,160.0,0.143,7200,16.0,2.5,SATA,Seagate,Momentus 7200.4,seagate-momentus-7200-4-160-0-sata
Seagate ST1000NX0313,58.44,1000.0,0.058,7200,128.0,2.5,SATA,Seagate,ST1000NX0313,seagate-st1000nx0313-1000-0-sata
Transcend TS240GSSD220S,29.45,240.0,0.123,SSD,,2.5,SATA,Transcend,TS240GSSD220S,transcend-ts240gssd220s-240-0-sata
Patriot VP4000 Mini,132.99,2000.0,0.066,SSD,,M.2-2230,PCIe Gen4,Patriot,VP4000 Mini,patriot-vp4000-mini-2000-0-pcie-gen4
Kingston NV3,139.94,2000.0,0.07,SSD,,M.2-2230,PCIe Gen4,Kingston,NV3,kingston-nv3-2000-0-pcie-gen4
Seagate ST4000LM016,155.0,4000.0,0.039,5400,128.0,2.5,SATA,Seagate,ST4000LM016,seagate-st4000lm016-4000-0-sata
Toshiba N300 NAS,218.99,12000.0,0.018,7200,512.0,3.5,SATA,Toshiba,N300 NAS,toshiba-n300-nas-12000-0-sata
Sabrent Rocket,199.99,2000.0,0.1,SSD,,M.2-2242,PCIe Gen4,Sabrent,Rocket,sabrent-rocket-2000-0-pcie-gen4
Western Digital WD Green,42.98,480.0,0.09,SSD,,M.2-2280,SATA,Western,Digital WD Green,western-digital-wd-green-480-0-sata
Hitachi Travelstar,85.0,1000.0,0.085,7200,32.0,2.5,SATA,Hitachi,Travelstar,hitachi-travelstar-1000-0-sata
Western Digital Blue,79.98,3000.0,0.027,5400,256.0,3.5,SATA,Western,Digital Blue,western-digital-blue-3000-0-sata
Seagate BarraCuda Pro,241.49,8000.0,0.03,7200,256.0,3.5,SATA,Seagate,BarraCuda Pro,seagate-barracuda-pro-8000-0-sata
Western Digital Purple,205.9,8000.0,0.026,5640,128.0,3.5,SATA,Western,Digital Purple,western-digital-purple-8000-0-sata
Addlink A95,146.44,2000.0,0.073,SSD,,M.2-2280,PCIe Gen4,Addlink,A95,addlink-a95-2000-0-pcie-gen4
SanDisk EXTREME PRO,178.57,1000.0,0.179,SSD,,M.2-2280,PCIe Gen4,SanDisk,EXTREME PRO,sandisk-extreme-pro-1000-0-pcie-gen4
Nextorage G-Series,799.99,2000.0,0.4,SSD,,M.2-2280,PCIe Gen4,Nextorage,G-Series,nextorage-g-series-2000-0-pcie-gen4
Transcend MTE245S,299.0,4000.0,0.075,SSD,,M.2-2280,PCIe Gen4,Transcend,MTE245S,transcend-mte245s-4000-0-pcie-gen4
KIOXIA EXCERIA w/Heatsink,81.99,1000.0,0.082,SSD,,M.2-2280,PCIe Gen4,KIOXIA,EXCERIA w/Heatsink,kioxia-exceria-w-heatsink-1000-0-pcie-gen4
Western Digital WD Red Pro,254.45,8000.0,0.032,7200,256.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-8000-0-sata
Patriot P300,76.45,512.0,0.149,SSD,,M.2-2280,PCIe Gen4,Patriot,P300,patriot-p300-512-0-pcie-gen4
Seagate Exos X18,455.71,18000.0,0.025,7200,256.0,3.5,SATA,Seagate,Exos X18,seagate-exos-x18-18000-0-sata
PNY CS2140,127.48,2000.0,,SSD,,M.2-2280,PCIe Gen4,PNY,CS2140,pny-cs2140-2000-0-pcie-gen4
Lexar Professional NM800PRO w/Heatsink,149.99,2000.0,0.075,SSD,,M.2-2280,PCIe Gen4,Lexar,Professional NM800PRO w/Heatsink,lexar-professional-nm800pro-w-heatsink-2000-0-pcie-gen4
Western Digital Caviar Black,78.95,1000.0,0.079,7200,32.0,3.5,SATA,Western,Digital Caviar Black,western-digital-caviar-black-1000-0-sata
Intel DC P3600,1500.0,1200.0,1.25,SSD,,PCIe,PCIe Gen4,Intel,DC P3600,intel-dc-p3600-1200-0-pcie-gen4
Transcend 110S,82.23,1000.0,0.082,SSD,,M.2-2280,PCIe Gen4,Transcend,110S,transcend-110s-1000-0-pcie-gen4
Intenso High Performance,44.44,480.0,0.093,SSD,,2.5,SATA,Intenso,High Performance,intenso-high-performance-480-0-sata
ADATA Falcon,84.97,1000.0,0.085,SSD,,M.2-2280,PCIe Gen4,ADATA,Falcon,adata-falcon-1000-0-pcie-gen4
PNY CS2130,229.99,2000.0,0.115,SSD,,M.2-2280,PCIe Gen4,PNY,CS2130,pny-cs2130-2000-0-pcie-gen4
Western Digital Red Plus,106.0,2000.0,0.053,5400,128.0,3.5,SATA,Western,Digital Red Plus,western-digital-red-plus-2000-0-sata
Transcend MTE245S,59.99,500.0,0.12,SSD,,M.2-2280,PCIe Gen4,Transcend,MTE245S,transcend-mte245s-500-0-pcie-gen4
GameStop 23VG-GSPL-GameStop NVMe SSD-Heatsink-1TB,109.99,1000.0,0.11,SSD,,M.2-2280,PCIe Gen4,GameStop,23VG-GSPL-GameStop NVMe SSD-Heatsink-1TB,gamestop-23vg-gspl-gamestop-nvme-ssd-heatsink-1tb-1000-0-pcie-gen4
Western Digital WD Red Pro,499.99,24000.0,0.021,7200,512.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-24000-0-sata
Seagate Momentus 5400.6,33.0,320.0,0.103,5400,8.0,2.5,SATA,Seagate,Momentus 5400.6,seagate-momentus-5400-6-320-0-sata
Toshiba MK5061GSYN,58.0,500.0,0.116,7200,16.0,2.5,SATA,Toshiba,MK5061GSYN,toshiba-mk5061gsyn-500-0-sata
Toshiba PH3500U-1I72,179.0,5000.0,0.036,7200,128.0,3.5,SATA,Toshiba,PH3500U-1I72,toshiba-ph3500u-1i72-5000-0-sata
Patriot VPN100,317.2,1000.0,0.317,SSD,512.0,M.2-2280,PCIe Gen4,Patriot,VPN100,patriot-vpn100-1000-0-pcie-gen4
Patriot VPN100,346.19,2000.0,0.173,SSD,512.0,M.2-2280,PCIe Gen4,Patriot,VPN100,patriot-vpn100-2000-0-pcie-gen4
Western Digital WD Red Pro,309.99,14000.0,0.022,7200,,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-14000-0-sata
Sabrent Rocket nano 2242,119.99,1000.0,0.12,SSD,,M.2-2242,PCIe Gen4,Sabrent,Rocket nano 2242,sabrent-rocket-nano-2242-1000-0-pcie-gen4
Orico Y-20,84.99,2000.0,0.042,SSD,,2.5,SATA,Orico,Y-20,orico-y-20-2000-0-sata
Western Digital Purple,68.98,2000.0,0.034,5400,64.0,3.5,SATA,Western,Digital Purple,western-digital-purple-2000-0-sata
Western Digital Scorpio Blue,19.32,250.0,0.077,5400,8.0,2.5,SATA,Western,Digital Scorpio Blue,western-digital-scorpio-blue-250-0-sata
