name,price,modules,price_per_gb,color,first_word_latency,cas_latency,ddr_generation,frequency_mhz,slug
Crucial CT2K4G3S160BM 8 GB,30.95,"2,4",3.869,Green,13.75,11.0,DDR3,1600,crucial-ct2k4g3s160bm-8-gb-ddr3-1600
Lexar CT2KIT51264BF160B 8 GB,,"2,4",,Green,13.75,11.0,DDR3,1600,lexar-ct2kit51264bf160b-8-gb-ddr3-1600
Lexar CT2KIT51264BC160B 8 GB,,"2,4",,,13.75,11.0,DDR3,1600,lexar-ct2kit51264bc160b-8-gb-ddr3-1600
Crucial CT2KIT51264BC160B 8 GB,,"2,4",,Green,13.75,11.0,DDR3,1600,crucial-ct2kit51264bc160b-8-gb-ddr3-1600
AMD Entertainment Edition 16 GB,,"2,8",,Black / Red,13.75,11.0,DDR3,1600,amd-entertainment-edition-16-gb-ddr3-1600
AMD Entertainment Edition 16 GB,,"2,8",,Black / Red,13.503,9.0,DDR3,1333,amd-entertainment-edition-16-gb-ddr3-1333
Kingston Blu Red 2 GB,,"1,2",,Red / Silver,13.503,9.0,DDR3,1333,kingston-blu-red-2-gb-ddr3-1333
Kingston Blu Red 2 GB,,"1,2",,Red / Silver,11.25,9.0,DDR3,1600,kingston-blu-red-2-gb-ddr3-1600
GeIL EVO Leggara 16 GB,,"2,8",,Black / Green,9.646,9.0,DDR3,1866,geil-evo-leggara-16-gb-ddr3-1866
Patriot Viper 3 16 GB,,"4,4",,Black / Silver,9.646,9.0,DDR3,1866,patriot-viper-3-16-gb-ddr3-1866
Kingston XMP Blu Red 16 GB,,"2,8",,Red / Silver,12.5,10.0,DDR3,1600,kingston-xmp-blu-red-16-gb-ddr3-1600
Kingston Predator 16 GB,,"2,8",,Black / Blue,10.314,11.0,DDR3,2133,kingston-predator-16-gb-ddr3-2133
Patriot Viper 3 32 GB,,"4,8",,Black / Red,12.5,10.0,DDR3,1600,patriot-viper-3-32-gb-ddr3-1600
Patriot Viper 3 16 GB,,"4,4",,Black / Red,11.25,9.0,DDR3,1600,patriot-viper-3-16-gb-ddr3-1600
Patriot Viper 3 32 GB,,"4,8",,Black / Red,10.718,10.0,DDR3,1866,patriot-viper-3-32-gb-ddr3-1866
Patriot Viper 3 32 GB,,"4,8",,Black / Red,11.25,9.0,DDR3,1600,patriot-viper-3-32-gb-ddr3-1600
Patriot Viper 3 16 GB,,"2,8",,Black / Red,11.25,9.0,DDR3,1600,patriot-viper-3-16-gb-ddr3-1600
Patriot Viper 3 16 GB,,"2,8",,Black / Red,12.5,10.0,DDR3,1600,patriot-viper-3-16-gb-ddr3-1600
Patriot Viper 3 8 GB,,"2,4",,Black / Red,11.25,9.0,DDR3,1600,patriot-viper-3-8-gb-ddr3-1600
Corsair Vengeance 8 GB,,"2,4",,Black / Silver,8.333,10.0,DDR3,2400,corsair-vengeance-8-gb-ddr3-2400
Corsair Vengeance 16 GB,,"4,4",,Black / Silver,8.333,10.0,DDR3,2400,corsair-vengeance-16-gb-ddr3-2400
Corsair CMV4GX3M1A1600C11 4 GB,21.99,"1,4",5.497,Green,13.75,11.0,DDR3,1600,corsair-cmv4gx3m1a1600c11-4-gb-ddr3-1600
Patriot Viper 3 16 GB,,"4,4",,Black / Red,10.314,11.0,DDR3,2133,patriot-viper-3-16-gb-ddr3-2133
Patriot Viper 3 16 GB,,"2,8",,Black / Red,10.314,11.0,DDR3,2133,patriot-viper-3-16-gb-ddr3-2133
Patriot Viper 3 8 GB,,"2,4",,Black / Red,10.314,11.0,DDR3,2133,patriot-viper-3-8-gb-ddr3-2133
Kingston KVR1333D3S8N9HK3/6G 6 GB,59.99,"3,2",,Green,13.503,9.0,DDR3,1333,kingston-kvr1333d3s8n9hk3-6g-6-gb-ddr3-1333
GeIL EVO VELOCE 32 GB,,"4,8",,Red / Silver,11.25,9.0,DDR3,1600,geil-evo-veloce-32-gb-ddr3-1600
Pareema MD316D81611S2 16 GB,,"2,8",,Green,13.75,11.0,DDR3,1600,pareema-md316d81611s2-16-gb-ddr3-1600
Pareema MD313D81609S1 8 GB,,"1,8",,Green,13.503,9.0,DDR3,1333,pareema-md313d81609s1-8-gb-ddr3-1333
Pareema MD313D81609S2 16 GB,,"2,8",,Green,13.503,9.0,DDR3,1333,pareema-md313d81609s2-16-gb-ddr3-1333
Pareema MD316C81611S1 4 GB,,"1,4",,,13.75,11.0,DDR3,1600,pareema-md316c81611s1-4-gb-ddr3-1600
Pareema MD316D81611S1 8 GB,,"1,8",,Green,13.75,11.0,DDR3,1600,pareema-md316d81611s1-8-gb-ddr3-1600
Corsair ValueSelect 8 GB,,"1,8",,Green,11.25,9.0,DDR3,1600,corsair-valueselect-8-gb-ddr3-1600
Mushkin Blackline 8 GB,,"2,4",,Green,11.25,9.0,DDR3,1600,mushkin-blackline-8-gb-ddr3-1600
Corsair Vengeance Performance 16 GB,,"2,8",,Black / Gold,10.718,10.0,DDR3,1866,corsair-vengeance-performance-16-gb-ddr3-1866
Corsair Dominator Platinum 64 GB,,"8,8",,Black / Silver,8.439,9.0,DDR3,2133,corsair-dominator-platinum-64-gb-ddr3-2133
Wintec Value 8 GB,,"1,8",,,13.75,11.0,DDR3,1600,wintec-value-8-gb-ddr3-1600
Corsair CMSO8GX3M2A1600C11 8 GB,,"2,4",,Green,11.25,9.0,DDR3,1600,corsair-cmso8gx3m2a1600c11-8-gb-ddr3-1600
Corsair CMSO4GX3M1A1600C11 4 GB,22.99,"1,4",5.747,Green,11.25,9.0,DDR3,1600,corsair-cmso4gx3m1a1600c11-4-gb-ddr3-1600
Mushkin Essentials 8 GB,,"2,4",,Green,15.0,6.0,DDR2,800,mushkin-essentials-8-gb-ddr2-800
Patriot Signature 4 GB,,"1,4",,Black,13.75,11.0,DDR3,1600,patriot-signature-4-gb-ddr3-1600
Kingston KVR16N11H/2 2 GB,,"1,2",,Green,13.75,11.0,DDR3,1600,kingston-kvr16n11h-2-2-gb-ddr3-1600
Corsair CMSO4GX3M1B1333C9 4 GB,,"1,4",,Black,13.503,9.0,DDR3,1333,corsair-cmso4gx3m1b1333c9-4-gb-ddr3-1333
Patriot Signature 4 GB,,"1,4",,Black,13.503,9.0,DDR3,1333,patriot-signature-4-gb-ddr3-1333
Patriot Signature 16 GB,,"2,8",,Green,13.75,11.0,DDR3,1600,patriot-signature-16-gb-ddr3-1600
Patriot Signature 8 GB,38.09,"1,8",4.761,Black,13.503,9.0,DDR3,1333,patriot-signature-8-gb-ddr3-1333
Patriot Viper 3 32 GB,,"4,8",,Black / Red,10.314,11.0,DDR3,2133,patriot-viper-3-32-gb-ddr3-2133
Patriot Viper 3 16 GB,,"4,4",,Black / Red,9.646,9.0,DDR3,1866,patriot-viper-3-16-gb-ddr3-1866
Corsair Dominator Platinum 16 GB,,"4,4",,,7.692,10.0,DDR3,2600,corsair-dominator-platinum-16-gb-ddr3-2600
GeIL EVO VELOCE 16 GB,,"2,8",,Red / Silver,9.646,9.0,DDR3,1866,geil-evo-veloce-16-gb-ddr3-1866
Corsair Dominator Platinum 32 GB,,"4,8",,Black / Silver,8.439,9.0,DDR3,2133,corsair-dominator-platinum-32-gb-ddr3-2133
Corsair Vengeance LP 16 GB,,"2,8",,Black / Blue,11.25,9.0,DDR3,1600,corsair-vengeance-lp-16-gb-ddr3-1600
Corsair Vengeance LP 8 GB,,"1,8",,Black / Blue,12.5,10.0,DDR3,1600,corsair-vengeance-lp-8-gb-ddr3-1600
Corsair Vengeance 8 GB,,"1,8",,Black / Blue,12.5,10.0,DDR3,1600,corsair-vengeance-8-gb-ddr3-1600
Corsair Dominator 16 GB,,"2,8",,Black / Blue,9.646,9.0,DDR3,1866,corsair-dominator-16-gb-ddr3-1866
Crucial Ballistix Tactical 4 GB,,"1,4",,Black / Yellow,10.0,8.0,DDR3,1600,crucial-ballistix-tactical-4-gb-ddr3-1600
Corsair Vengeance LP 8 GB,,"1,8",,Black / Yellow,11.25,9.0,DDR3,1600,corsair-vengeance-lp-8-gb-ddr3-1600
Corsair Vengeance 64 GB,,"8,8",,Black / Yellow,9.646,9.0,DDR3,1866,corsair-vengeance-64-gb-ddr3-1866
Corsair Vengeance 16 GB,,"2,8",,,11.25,9.0,DDR3,1600,corsair-vengeance-16-gb-ddr3-1600
Corsair CMV8GX3M1A1600C11 8 GB,37.99,"1,8",4.749,Green,13.75,11.0,DDR3,1600,corsair-cmv8gx3m1a1600c11-8-gb-ddr3-1600
Kingston Predator 16 GB,,"2,8",,Black / Blue,9.646,9.0,DDR3,1866,kingston-predator-16-gb-ddr3-1866
Kingston Predator 32 GB,,"4,8",,Black / Blue,11.25,9.0,DDR3,1600,kingston-predator-32-gb-ddr3-1600
Kingston Predator 8 GB,,"2,4",,Black / Blue,10.314,11.0,DDR3,2133,kingston-predator-8-gb-ddr3-2133
G.Skill Ripjaws Z 16 GB,,"2,8",,Black / Blue,9.646,9.0,DDR3,1866,g-skill-ripjaws-z-16-gb-ddr3-1866
G.Skill Ripjaws Z 32 GB,,"4,8",,Black / Blue,9.646,9.0,DDR3,1866,g-skill-ripjaws-z-32-gb-ddr3-1866
Kingston Predator 16 GB,,"4,4",,Black / Blue,9.646,9.0,DDR3,1866,kingston-predator-16-gb-ddr3-1866
Kingston KHX16LC10K2/16X 16 GB,,"2,8",,Green / Silver,12.5,10.0,DDR3,1600,kingston-khx16lc10k2-16x-16-gb-ddr3-1600
Kingston Predator 8 GB,,"2,4",,Black / Blue,11.25,9.0,DDR3,1600,kingston-predator-8-gb-ddr3-1600
G.Skill Trident X 8 GB,,"2,4",,,7.502,10.0,DDR3,2666,g-skill-trident-x-8-gb-ddr3-2666
Kingston Blu Red 4 GB,,"2,2",,Red / Silver,11.25,9.0,DDR3,1600,kingston-blu-red-4-gb-ddr3-1600
G.Skill Trident X 16 GB,,"4,4",,,7.502,10.0,DDR3,2666,g-skill-trident-x-16-gb-ddr3-2666
Corsair XMS 8 GB,,"1,8",,Black / White,13.75,11.0,DDR3,1600,corsair-xms-8-gb-ddr3-1600
Kingston Blu 8 GB,,"1,8",,Blue / Silver,13.503,9.0,DDR3,1333,kingston-blu-8-gb-ddr3-1333
Crucial Ballistix Sport 8 GB,,"1,8",,Black / Silver,11.25,9.0,DDR3,1600,crucial-ballistix-sport-8-gb-ddr3-1600
Kingston Predator 8 GB,,"2,4",,Black / Blue,8.252,11.0,DDR3,2666,kingston-predator-8-gb-ddr3-2666
Mushkin Blackline 8 GB,,"2,4",,Black,9.167,11.0,DDR3,2400,mushkin-blackline-8-gb-ddr3-2400
Mushkin Blackline 16 GB,,"4,4",,Black,9.167,11.0,DDR3,2400,mushkin-blackline-16-gb-ddr3-2400
Mushkin Blackline 8 GB,,"2,4",,Black,9.167,11.0,DDR3,2400,mushkin-blackline-8-gb-ddr3-2400
Corsair Dominator Platinum 16 GB,,"4,4",,,7.857,11.0,DDR3,2800,corsair-dominator-platinum-16-gb-ddr3-2800
G.Skill Trident X 16 GB,,"4,4",,Black / Red,7.5,9.0,DDR3,2400,g-skill-trident-x-16-gb-ddr3-2400
Corsair Vengeance Performance 32 GB,,"4,8",,Black / Silver,9.646,9.0,DDR3,1866,corsair-vengeance-performance-32-gb-ddr3-1866
Corsair Dominator Platinum 8 GB,,"2,4",,,7.5,9.0,DDR3,2400,corsair-dominator-platinum-8-gb-ddr3-2400
Crucial Ballistix Sport 4 GB,,"1,4",,Black / Silver,11.25,9.0,DDR3,1600,crucial-ballistix-sport-4-gb-ddr3-1600
Crucial Ballistix Sport 16 GB,,"4,4",,Black / Silver,11.25,9.0,DDR3,1600,crucial-ballistix-sport-16-gb-ddr3-1600
Kingston HyperX Beast 16 GB,,"4,4",,Black,9.646,9.0,DDR3,1866,kingston-hyperx-beast-16-gb-ddr3-1866
G.Skill Trident X 8 GB,,"2,4",,Black / Red,7.5,9.0,DDR3,2400,g-skill-trident-x-8-gb-ddr3-2400
Corsair Dominator Platinum 16 GB,,"4,4",,Black / Silver,7.5,9.0,DDR3,2400,corsair-dominator-platinum-16-gb-ddr3-2400
Corsair Dominator Platinum 16 GB,,"4,4",,Black / Silver,7.502,10.0,DDR3,2666,corsair-dominator-platinum-16-gb-ddr3-2666
Kingston HyperX Beast 32 GB,,"4,8",,Black,9.167,11.0,DDR3,2400,kingston-hyperx-beast-32-gb-ddr3-2400
Kingston HyperX Beast 16 GB,,"4,4",,Black,9.167,11.0,DDR3,2400,kingston-hyperx-beast-16-gb-ddr3-2400
Kingston HyperX Beast 32 GB,,"4,8",,Black,10.314,11.0,DDR3,2133,kingston-hyperx-beast-32-gb-ddr3-2133
Crucial Ballistix Elite 8 GB,,"2,4",,,8.439,9.0,DDR3,2133,crucial-ballistix-elite-8-gb-ddr3-2133
Crucial Ballistix Sport 8 GB,,"2,4",,Black / Silver,11.25,9.0,DDR3,1600,crucial-ballistix-sport-8-gb-ddr3-1600
Kingston HyperX Beast 16 GB,,"2,8",,Black,10.718,10.0,DDR3,1866,kingston-hyperx-beast-16-gb-ddr3-1866
Kingston HyperX 16 GB,,"2,8",,Gray / Silver,11.79,11.0,DDR3,1866,kingston-hyperx-16-gb-ddr3-1866
ADATA XPG Gaming Series v2.0 8 GB,,"2,4",,,8.333,10.0,DDR3,2400,adata-xpg-gaming-series-v2-0-8-gb-ddr3-2400
G.Skill Trident X 16 GB,,"4,4",,Black / Red,7.857,11.0,DDR3,2800,g-skill-trident-x-16-gb-ddr3-2800
ADATA XPG Gaming Series v2.0 16 GB,,"2,8",,Black / Green,9.167,11.0,DDR3,2400,adata-xpg-gaming-series-v2-0-16-gb-ddr3-2400
Kingston Black 2 GB,,"1,2",,Blue / Silver,13.503,9.0,DDR3,1333,kingston-black-2-gb-ddr3-1333
GeIL EVO Leggara 32 GB,,"4,8",,Black / Green,12.5,10.0,DDR3,1600,geil-evo-leggara-32-gb-ddr3-1600
Kingston Black 4 GB,,"1,4",,Black / Silver,13.503,9.0,DDR3,1333,kingston-black-4-gb-ddr3-1333
Kingston Black 4 GB,,"2,2",,Blue / Silver,13.503,9.0,DDR3,1333,kingston-black-4-gb-ddr3-1333
Kingston Black 2 GB,,"1,2",,Blue / Silver,11.25,9.0,DDR3,1600,kingston-black-2-gb-ddr3-1600
Kingston XMP Black 4 GB,,"2,2",,Black / Silver,11.25,9.0,DDR3,1600,kingston-xmp-black-4-gb-ddr3-1600
Kingston Black 4 GB,,"2,2",,Blue / Silver,11.25,9.0,DDR3,1600,kingston-black-4-gb-ddr3-1600
Kingston XMP 10th Anniversary 8 GB,,"2,4",,Gray / Silver,9.646,9.0,DDR3,1866,kingston-xmp-10th-anniversary-8-gb-ddr3-1866
Kingston HyperX 10th Anniversary 4 GB,,"1,4",,Gray / Silver,9.646,9.0,DDR3,1866,kingston-hyperx-10th-anniversary-4-gb-ddr3-1866
Mushkin Redline 16 GB,,"2,8",,Red,10.0,8.0,DDR3,1600,mushkin-redline-16-gb-ddr3-1600
Mushkin Redline 32 GB,,"4,8",,Red,10.0,8.0,DDR3,1600,mushkin-redline-32-gb-ddr3-1600
Mushkin Redline 32 GB,,"4,8",,Red,10.0,8.0,DDR3,1600,mushkin-redline-32-gb-ddr3-1600
Mushkin Redline 16 GB,,"2,8",,Red,9.646,9.0,DDR3,1866,mushkin-redline-16-gb-ddr3-1866
Mushkin Redline 16 GB,,"2,8",,Red,9.646,9.0,DDR3,1866,mushkin-redline-16-gb-ddr3-1866
Mushkin Redline 16 GB,,"2,8",,Red,10.0,8.0,DDR3,1600,mushkin-redline-16-gb-ddr3-1600
Kingston XMP 10th Anniversary 16 GB,,"4,4",,Gray / Silver,9.167,11.0,DDR3,2400,kingston-xmp-10th-anniversary-16-gb-ddr3-2400
Kingston XMP 10th Anniversary 16 GB,,"4,4",,Gray / Silver,10.314,11.0,DDR3,2133,kingston-xmp-10th-anniversary-16-gb-ddr3-2133
Kingston XMP 10th Anniversary 16 GB,,"4,4",,Gray / Silver,9.646,9.0,DDR3,1866,kingston-xmp-10th-anniversary-16-gb-ddr3-1866
GeIL EVO VELOCE 16 GB,,"2,8",,Red / Silver,10.314,11.0,DDR3,2133,geil-evo-veloce-16-gb-ddr3-2133
GeIL EVO VELOCE 32 GB,,"4,8",,Red / Silver,9.646,9.0,DDR3,1866,geil-evo-veloce-32-gb-ddr3-1866
G.Skill Trident X 8 GB,,"2,4",,Black / Red,7.857,11.0,DDR3,2800,g-skill-trident-x-8-gb-ddr3-2800
AMD Entertainment Edition 8 GB,,"2,4",,,13.75,11.0,DDR3,1600,amd-entertainment-edition-8-gb-ddr3-1600
Kingston LV XMP 10th Anniversary 16 GB,,"2,8",,Gray / Silver,12.5,10.0,DDR3,1600,kingston-lv-xmp-10th-anniversary-16-gb-ddr3-1600
Kingston XMP 10th Anniversary 16 GB,,"4,4",,Gray / Silver,11.25,9.0,DDR3,1600,kingston-xmp-10th-anniversary-16-gb-ddr3-1600
Kingston XMP 10th Anniversary 8 GB,,"2,4",,Gray / Silver,11.25,9.0,DDR3,1600,kingston-xmp-10th-anniversary-8-gb-ddr3-1600
Kingston XMP 10th Anniversary 16 GB,,"2,8",,Gray / Silver,11.25,9.0,DDR3,1600,kingston-xmp-10th-anniversary-16-gb-ddr3-1600
Kingston HyperX 10th Anniversary 8 GB,,"1,8",,Gray / Silver,11.25,9.0,DDR3,1600,kingston-hyperx-10th-anniversary-8-gb-ddr3-1600
GeIL EVO VELOCE 16 GB,,"2,8",,Red / Silver,10.718,10.0,DDR3,1866,geil-evo-veloce-16-gb-ddr3-1866
Mushkin Redline 32 GB,,"4,8",,Red,9.646,9.0,DDR3,1866,mushkin-redline-32-gb-ddr3-1866
Corsair Dominator Platinum 16 GB,,"4,4",,Black / Silver,8.571,12.0,DDR3,2800,corsair-dominator-platinum-16-gb-ddr3-2800
GeIL EVO VELOCE 32 GB,,"4,8",,Red / Silver,10.314,11.0,DDR3,2133,geil-evo-veloce-32-gb-ddr3-2133
Kingston XMP 10th Anniversary 16 GB,,"4,4",,Gray / Silver,11.25,9.0,DDR3,1600,kingston-xmp-10th-anniversary-16-gb-ddr3-1600
GeIL GS34GB1333C9SC 4 GB,,"1,4",,Green,13.503,9.0,DDR3,1333,geil-gs34gb1333c9sc-4-gb-ddr3-1333
Crucial CT2KIT51264BC160BDUP 8 GB,,"2,4",,,13.75,11.0,DDR3,1600,crucial-ct2kit51264bc160bdup-8-gb-ddr3-1600
AMD Entertainment Edition 16 GB,,"2,8",,,13.75,11.0,DDR3,1600,amd-entertainment-edition-16-gb-ddr3-1600
Kingston KHX16LS9P1K2/16 16 GB,,"2,8",,Gray / Silver,11.25,9.0,DDR3,1600,kingston-khx16ls9p1k2-16-16-gb-ddr3-1600
Kingston HyperX 8 GB,,"2,4",,Green / Silver,11.25,9.0,DDR3,1600,kingston-hyperx-8-gb-ddr3-1600
Kingston 1500 4 GB,,"1,4",,Gray / Silver,11.25,9.0,DDR3,1600,kingston-1500-4-gb-ddr3-1600
Kingston HyperX Beast 64 GB,,"8,8",,Black,10.314,11.0,DDR3,2133,kingston-hyperx-beast-64-gb-ddr3-2133
Kingston HyperX 8 GB,,"2,4",,Gray / Silver,11.252,12.0,DDR3,2133,kingston-hyperx-8-gb-ddr3-2133
Mushkin Blackline 32 GB,,"4,8",,Black,11.25,9.0,DDR3,1600,mushkin-blackline-32-gb-ddr3-1600
Mushkin Blackline 16 GB,,"2,8",,Black,11.25,9.0,DDR3,1600,mushkin-blackline-16-gb-ddr3-1600
Mushkin Redline 32 GB,,"4,8",,Red,9.646,9.0,DDR3,1866,mushkin-redline-32-gb-ddr3-1866
G.Skill Ripjaws X 16 GB,,"4,4",,Black / Blue,9.376,10.0,DDR3,2133,g-skill-ripjaws-x-16-gb-ddr3-2133
G.Skill Sniper 16 GB,,"4,4",,Black / Red,9.376,10.0,DDR3,2133,g-skill-sniper-16-gb-ddr3-2133
G.Skill Ares 16 GB,,"4,4",,Black / Blue,9.376,10.0,DDR3,2133,g-skill-ares-16-gb-ddr3-2133
G.Skill Sniper 8 GB,,"2,4",,Black / Red,9.376,10.0,DDR3,2133,g-skill-sniper-8-gb-ddr3-2133
G.Skill Ares 8 GB,,"2,4",,,9.376,10.0,DDR3,2133,g-skill-ares-8-gb-ddr3-2133
G.Skill Ares 32 GB,,"4,8",,Black / Blue,9.376,10.0,DDR3,2133,g-skill-ares-32-gb-ddr3-2133
GeIL EVO VELOCE 4 GB,,"1,4",,Red / Silver,13.503,9.0,DDR3,1333,geil-evo-veloce-4-gb-ddr3-1333
GeIL EVO VELOCE 16 GB,,"2,8",,Red / Silver,9.167,11.0,DDR3,2400,geil-evo-veloce-16-gb-ddr3-2400
G.Skill Ripjaws X 16 GB,,"4,4",,Black / Blue,9.167,11.0,DDR3,2400,g-skill-ripjaws-x-16-gb-ddr3-2400
G.Skill Ares 16 GB,,"4,4",,Black / Blue,9.167,11.0,DDR3,2400,g-skill-ares-16-gb-ddr3-2400
Mushkin Stealth 16 GB,,"4,4",,Black / Gold,11.25,9.0,DDR3,1600,mushkin-stealth-16-gb-ddr3-1600
Mushkin Stealth 16 GB,,"4,4",,Black / Gold,11.25,9.0,DDR3,1600,mushkin-stealth-16-gb-ddr3-1600
Kingston HyperX Beast 64 GB,,"8,8",,Black,10.718,10.0,DDR3,1866,kingston-hyperx-beast-64-gb-ddr3-1866
Kingston HyperX Beast 16 GB,,"2,8",,Black,10.718,10.0,DDR3,1866,kingston-hyperx-beast-16-gb-ddr3-1866
GeIL EVO VELOCE 8 GB,,"2,4",,Red / Silver,13.503,9.0,DDR3,1333,geil-evo-veloce-8-gb-ddr3-1333
Mushkin Blackline 16 GB,,"2,8",,Green,11.25,9.0,DDR3,1600,mushkin-blackline-16-gb-ddr3-1600
Mushkin Stealth 8 GB,,"2,4",,Black / Gold,10.0,8.0,DDR3,1600,mushkin-stealth-8-gb-ddr3-1600
Mushkin Stealth 8 GB,,"2,4",,Black / Gold,11.25,9.0,DDR3,1600,mushkin-stealth-8-gb-ddr3-1600
Mushkin Stealth 8 GB,,"2,4",,Black / Gold,11.25,9.0,DDR3,1600,mushkin-stealth-8-gb-ddr3-1600
Mushkin Stealth 32 GB,,"4,8",,Black / Gold,11.25,9.0,DDR3,1600,mushkin-stealth-32-gb-ddr3-1600
Mushkin Stealth 16 GB,,"4,4",,Black / Gold,10.0,8.0,DDR3,1600,mushkin-stealth-16-gb-ddr3-1600
PNY MN8192SD3-1600-X9 8 GB,,"1,8",,Green,11.25,9.0,DDR3,1600,pny-mn8192sd3-1600-x9-8-gb-ddr3-1600
Mushkin Stealth 12 GB,,"3,4",,Black / Gold,10.0,8.0,DDR3,1600,mushkin-stealth-12-gb-ddr3-1600
Patriot Viper 3 4 GB,,"1,4",,Black / Blue,11.25,9.0,DDR3,1600,patriot-viper-3-4-gb-ddr3-1600
Mushkin Stealth 16 GB,,"2,8",,Black / Gold,11.25,9.0,DDR3,1600,mushkin-stealth-16-gb-ddr3-1600
Mushkin Stealth 12 GB,,"3,4",,Black / Gold,11.25,9.0,DDR3,1600,mushkin-stealth-12-gb-ddr3-1600
Mushkin Stealth 12 GB,,"3,4",,Black / Gold,11.25,9.0,DDR3,1600,mushkin-stealth-12-gb-ddr3-1600
Avexir MPower 16 GB,,"4,4",,Black / Yellow,8.439,9.0,DDR3,2133,avexir-mpower-16-gb-ddr3-2133
Avexir Core 8 GB,,"2,4",,Black / Silver,8.439,9.0,DDR3,2133,avexir-core-8-gb-ddr3-2133
Avexir Core 8 GB,,"2,4",,Black / Silver,9.646,9.0,DDR3,1866,avexir-core-8-gb-ddr3-1866
Corsair Vengeance Pro 16 GB,,"2,8",,Black / Blue,9.646,9.0,DDR3,1866,corsair-vengeance-pro-16-gb-ddr3-1866
Corsair Vengeance Pro 32 GB,,"4,8",,Black / Silver,11.25,9.0,DDR3,1600,corsair-vengeance-pro-32-gb-ddr3-1600
Corsair Vengeance Pro 32 GB,,"4,8",,Black / Silver,9.646,9.0,DDR3,1866,corsair-vengeance-pro-32-gb-ddr3-1866
Corsair Vengeance Pro 8 GB,,"2,4",,Black / Silver,11.25,9.0,DDR3,1600,corsair-vengeance-pro-8-gb-ddr3-1600
Corsair Vengeance Pro 8 GB,,"2,4",,Black / Blue,11.25,9.0,DDR3,1600,corsair-vengeance-pro-8-gb-ddr3-1600
Corsair Vengeance Pro 8 GB,,"2,4",,Black / Blue,9.646,9.0,DDR3,1866,corsair-vengeance-pro-8-gb-ddr3-1866
Corsair Vengeance Pro 8 GB,,"2,4",,Black / Red,9.646,9.0,DDR3,1866,corsair-vengeance-pro-8-gb-ddr3-1866
Corsair Vengeance Pro 8 GB,,"2,4",,Black / Red,10.314,11.0,DDR3,2133,corsair-vengeance-pro-8-gb-ddr3-2133
Corsair Vengeance Pro 8 GB,,"2,4",,Black / Red,8.439,9.0,DDR3,2133,corsair-vengeance-pro-8-gb-ddr3-2133
G.Skill Trident X 32 GB,,"4,8",,Black / Red,8.252,11.0,DDR3,2666,g-skill-trident-x-32-gb-ddr3-2666
Kingston M1G64KL110 8 GB,,"1,8",,Green,13.75,11.0,DDR3,1600,kingston-m1g64kl110-8-gb-ddr3-1600
Kingston M51264KL110S 4 GB,,"1,4",,Green,13.75,11.0,DDR3,1600,kingston-m51264kl110s-4-gb-ddr3-1600
Mushkin Redline 32 GB,,"4,8",,,8.439,9.0,DDR3,2133,mushkin-redline-32-gb-ddr3-2133
Mushkin Redline 32 GB,,"4,8",,,8.439,9.0,DDR3,2133,mushkin-redline-32-gb-ddr3-2133
Mushkin Redline 16 GB,,"2,8",,,8.439,9.0,DDR3,2133,mushkin-redline-16-gb-ddr3-2133
Mushkin Redline 16 GB,,"2,8",,,8.439,9.0,DDR3,2133,mushkin-redline-16-gb-ddr3-2133
PNY MN16384KD3-1600-X9 16 GB,,"2,8",,,11.25,9.0,DDR3,1600,pny-mn16384kd3-1600-x9-16-gb-ddr3-1600
Patriot Signature Line 2 GB,,"1,2",,Green,13.503,9.0,DDR3,1333,patriot-signature-line-2-gb-ddr3-1333
ADATA XPG™ Gaming v2.0 8 GB,,"2,4",,,9.167,11.0,DDR3,2400,adata-xpg-gaming-v2-0-8-gb-ddr3-2400
Corsair Vengeance Pro 8 GB,,"2,4",,Black / Silver,8.439,9.0,DDR3,2133,corsair-vengeance-pro-8-gb-ddr3-2133
G.Skill Trident X 8 GB,,"2,4",,,8.571,12.0,DDR3,2800,g-skill-trident-x-8-gb-ddr3-2800
Crucial Ballistix Sport XT 8 GB,,"2,4",,,11.25,9.0,DDR3,1600,crucial-ballistix-sport-xt-8-gb-ddr3-1600
Crucial Ballistix Sport XT 4 GB,,"1,4",,Black / Silver,11.25,9.0,DDR3,1600,crucial-ballistix-sport-xt-4-gb-ddr3-1600
Crucial Ballistix Sport XT 16 GB,,"4,4",,,11.25,9.0,DDR3,1600,crucial-ballistix-sport-xt-16-gb-ddr3-1600
Crucial Ballistix Sport XT 32 GB,,"4,8",,Blue / Silver,11.25,9.0,DDR3,1600,crucial-ballistix-sport-xt-32-gb-ddr3-1600
Crucial Ballistix Sport XT 32 GB,,"4,8",,,10.718,10.0,DDR3,1866,crucial-ballistix-sport-xt-32-gb-ddr3-1866
Avexir Core 16 GB,,"4,4",,Black / Yellow,11.25,9.0,DDR3,1600,avexir-core-16-gb-ddr3-1600
GeIL EVO VELOCE 8 GB,,"2,4",,Red / Silver,9.376,10.0,DDR3,2133,geil-evo-veloce-8-gb-ddr3-2133
Mushkin Redline 32 GB,,"4,8",,,8.333,10.0,DDR3,2400,mushkin-redline-32-gb-ddr3-2400
Mushkin Redline 16 GB,,"2,8",,,8.333,10.0,DDR3,2400,mushkin-redline-16-gb-ddr3-2400
Avexir SODIMM 8 GB,,"1,8",,Black / Green,13.503,9.0,DDR3,1333,avexir-sodimm-8-gb-ddr3-1333
